ID_CURSO,ID_CENTRO_SIE,NOME_CURSO,NIVEL_CURSO,MODALIDADE_CURSO,CLASSIFICACAO_CURSO
2387,94,Espec. Gestão Educacional/EAD/Cachoeira do Sul/RS,Especialização,Especialização,EAD
1160,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Januária/MG,Especialização,Especialização,EAD
1170,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Pelotas/RS,Especialização,Especialização,EAD
1315,91,PG-Lato Sensu Gestão Pública/Distância/Tio Hugo/RS,Especialização,Especialização,EAD
1326,91,PG-Lato Sensu Gestão Pública Municipal/Distância/Jacuizinho/RS,Especialização,Especialização,EAD
982,78,Desenho Industrial - Projeto de Produto,Graduação,Bacharelado,Presencial
1253,91,Licenciatura em Sociologia,Graduação,Licenciatura,Presencial
987,78,Música - Bacharelado Canto,Graduação,Bacharelado,Presencial
1485,2732,CTISM - Segurança do Trabalho/Distância/Cachoeira do Sul/RS,Pós-Médio,Técnico,EAD
1256,91,Licenciatura Sociologia/Distância/Foz do Iguaçu/PR,Graduação,Licenciatura,EAD
1730,117,Curso de Engenharia Aeroespacial,Graduação,Bacharelado,Presencial
769,88,Residência Médica  - Oncologia,Residencia Médica,Especialização,Presencial
2186,4634,Licenciatura em Computação/EAD/Jacuizinho/RS,Graduação,Licenciatura,EAD
2192,94,Educação Especial - Licenciatura/Distância/Gramado/RS,Graduação,Licenciatura,EAD
2205,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Sapucaia do Sul/RS,Especialização,Especialização,EAD
1711,2712,CPOL - Curso Técnico em Manutenção e Suporte em Informática/Distância/Faxinal do Soturno/RS,Pós-Médio,Técnico,EAD
1720,82,PG-E Ensino de Matemática no Ensino Médio/EAD/São Francisco de Paula/RS,Especialização,Especialização,EAD
1822,91,PG-Lato Sensu Gestão Pública/Distância/São João do Polêsine/RS,Especialização,Especialização,EAD
1801,117,PG-E Educação Ambiental/Distância/Polo São Francisco de Paula /RS,Especialização,Especialização,EAD
1811,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
1376,4564,Administração Pública Bacharelado/EAD/Agudo/RS,Graduação,Bacharelado,EAD
1892,82,PG-E Ensino de Matemática no Ensino Médio/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
1897,91,História Bacharelado,Graduação,Bacharelado,Presencial
720,91,Administração - Noturno,Graduação,Bacharelado,Presencial
1569,2712,Curso de Programador de Dispositivos Móveis,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1595,97,PG-E Educação Física Infantil e Anos Iniciais/EAD/Sapiranga/RS,Especialização,Especialização,EAD
1590,117,PG-E Eficiência Energética Aplicada aos Processos Produtivos/EAD/Novo Hamburgo/RS,Especialização,Especialização,EAD
1698,2732,CTISM - Automação Industrial/Distância/São Francisco de Paula/RS,Pós-Médio,Técnico,EAD
1717,2712,CPOL - Curso Técnico em Cooperativismo/Distância/Cruz Alta/RS,Pós-Médio,Técnico,EAD
1190,2732,Curso Superior de Tecnologia em Redes de Computadores,Graduação,Tecnológico,Presencial
1389,117,PG-E Mídias na Educação/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
1411,91,PG Espec. em Gestão em Arquivos/EAD/Restinga Sêca/RS,Especialização,Especialização,EAD
1422,2712,PG-E Gestão de Tecnologia da Informação,Especialização,Especialização,Presencial
1507,94,Espec. Gestão Educacional/EAD/Sarandi/RS,Especialização,Especialização,EAD
1524,2712,Curso de Viverista de Plantas e Flores,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1087,94,Pedagogia/Distância/Faxinal do Soturno/RS,Graduação,Licenciatura,EAD
1518,82,Física - Licenciatura/Distância/Santo Antônio da Patrulha/RS,Graduação,Licenciatura,EAD
1612,2712,Curso de Instalador e Reparador de Linhas de Telefonia,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1201,94,Espec. Gestão Educacional/EAD/Sapucaia/RS,Especialização,Especialização,EAD
1212,78,Licenc. Letras Espanhol - Literaturas/Distância/Tapejara/RS,Graduação,Licenciatura,EAD
1227,88,Residência Médica - Ortopedia e Traumatologia,Residencia Médica,Especialização,Presencial
1064,2732,Ensino Médio - Integrado à Mecânica,Ensino Médio,Técnico,Presencial
1222,2732,CTISM - Automação Industrial/Distância/Alegrete/RS,Pós-Médio,Técnico,EAD
994,78,Música - Bacharelado Trompete,Graduação,Bacharelado,Presencial
1007,82,Química - Bacharelado,Graduação,Bacharelado,Presencial
1061,94,Pedagogia - Licenciatura Plena Diurno,Graduação,Licenciatura,Presencial
1074,91,PG Espec. em Gestão em Arquivos/EAD/São João do Polêsine,Especialização,Especialização,EAD
1096,78,Letras - Português e Literaturas/Distância/Três Passos/RS,Graduação,Licenciatura,EAD
1093,94,Pedagogia-Licenciatura/Distância/Três de Maio/RS,Graduação,Licenciatura,EAD
688,82,Ciências Biológicas - Licenciatura Plena,Graduação,Licenciatura,Presencial
711,85,Zootecnia,Graduação,Bacharelado,Presencial
1241,2712,Técnico em Paisagismo,Pós-Médio,Técnico,Presencial
1236,4634,Engenharia Ambiental e Sanitária/FW,Graduação,Bacharelado,Presencial
2060,4634,Licenciatura em Educação Indígena/Distância/Constantina/RS,Graduação,Licenciatura,EAD
1079,85,Tec. Agric. Familiar Sustentabilidade/Distância/Herval/RS,Graduação,Tecnológico,EAD
2040,4634,Licenciatura em Educação Indígena/Distância/Três Passos/RS,Graduação,Licenciatura,EAD
1394,2732,CTISM - Automação Industrial/Distância/Cruz Alta/RS,Pós-Médio,Técnico,EAD
2384,91,PG-Lato Sensu Gestão Pública/Distância/Agudo/RS,Especialização,Especialização,EAD
2191,94,Educação Especial - Licenciatura/Distância/Cruz Alta/RS,Graduação,Licenciatura,EAD
2197,78,Licenc. Letras Espanhol - Literaturas/Distância/Jacuizinho/RS,Graduação,Licenciatura,EAD
2200,78,Letras - Português e Literaturas/Distância/Constantina/RS,Graduação,Licenciatura,EAD
1712,2712,CPOL - Curso Técnico em Manutenção e Suporte em Informática/Distância/São Sepé/RS,Pós-Médio,Técnico,EAD
1819,94,Espec. Gestão Educacional/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
1460,94,Educação Especial - Licenciatura/Distância/Novo Hamburgo/RS,Graduação,Licenciatura,EAD
1814,91,PG-E em Ensino de Sociologia no Ensino Médio/EAD/Três Passos/RS,Especialização,Especialização,EAD
1381,4564,Administração Pública Bacharelado/EAD/Sobradinho/RS,Graduação,Bacharelado,EAD
701,117,Ciência da Computação - Bacharelado,Graduação,Bacharelado,Presencial
1630,2712,Técnico Agrícola Habilitação Agropecuária -Turno Manhã-Pós-Médio,Pós-Médio,Técnico,Presencial
1572,2712,Curso de Bombeiro Civil,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1587,94,Pedagogia-Licenciatura/Distância/Cacequi/RS,Graduação,Licenciatura,EAD
1598,97,PG-E Educ. Física Infantil e Anos Iniciais/EAD/Palmeira das Missões/RS,Especialização,Especialização,EAD
1703,2732,CTISM - Informática para Internet/Distância/Agudo/RS,Pós-Médio,Técnico,EAD
1706,2732,CTISM - Informática para Internet/Distância/Santana do Livramento/RS,Pós-Médio,Técnico,EAD
925,2732,CTISM - Eletrotécnico - Diurno,Ensino Médio,Técnico,Presencial
728,91,Comunicação Social - Jornalismo,Graduação,Bacharelado,Presencial
1384,2732,Técnico Subsequente em Eletrotécnica - Noturno,Pós-Médio,Técnico,Presencial
1414,82,Curso Superior de Tecnologia em Processos Químicos,Graduação,Tecnológico,Presencial
1419,205,Aluno Especial II de Graduação,Especial de Graduação,Licenciatura,Apenas para vinculo dos alunos
1532,4564,Administração Pública Bacharelado/EAD/Novo Hamburgo/RS,Graduação,Bacharelado,EAD
1889,94,Espec. Gestão Educacional/EAD/Novo Hamburgo/RS,Especialização,Especialização,EAD
1230,117,PG-E Educação Ambiental/Distância/Pólo Sapiranga,Especialização,Especialização,EAD
1082,85,Tec. Agric. Familiar Sustentabilidade/Distância/Tapejara/RS,Graduação,Tecnológico,EAD
1088,94,Pedagogia/Distância/Restinga Sêca/RS,Graduação,Licenciatura,EAD
1101,94,Espec. Gestão Educacional/EAD/São João do Polêsine/RS,Especialização,Especialização,EAD
1114,82,Física - Licenciatura/Distância/Três de Maio/RS,Graduação,Licenciatura,EAD
1187,78,Licenciatura em Teatro,Graduação,Licenciatura,Presencial
1219,117,Curso de Engenharia de Produção,Graduação,Bacharelado,Presencial
1198,91,PG Espec. em Gestão em Arquivos/EAD/Cruz Alta,Especialização,Especialização,EAD
1209,78,Letras - Português e Literaturas/Distância/Santana do Livramento/RS,Graduação,Licenciatura,EAD
912,78,Desenho e Plástica - Bacharelado,Graduação,Bacharelado,Presencial
1204,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Três de Maio/RS,Especialização,Especialização,EAD
687,82,Ciências Biológicas - Bacharelado,Graduação,Bacharelado,Presencial
719,91,Administração - Diurno,Graduação,Bacharelado,Presencial
725,91,Ciências Econômicas - Noturno,Graduação,Bacharelado,Presencial
798,91,Psicologia,Graduação,Bacharelado,Presencial
772,88,Residência Médica - Anatomia Patológica,Residencia Médica,Especialização,Presencial
1543,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Picada Café/RS,Especialização,Especialização,EAD
1880,4634,Licenciatura em Computação/EAD/Seberi/RS,Graduação,Licenciatura,EAD
1858,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Cruz Alta/RS,Especialização,Especialização,EAD
1871,85,Licenciatura em Educação do Campo/Distância/Seberi/RS,Graduação,Licenciatura,EAD
848,82,Química - Licenciatura Plena,Graduação,Licenciatura,Presencial
2209,91,PG-Lato Sensu Gestão Pública Municipal/Distância/Santana da Boa Vista,Especialização,Especialização,EAD
1769,2732,Inglês/Sem Fronteiras/Faxinal do Soturno,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1779,82,Geografia Licenciatura -EaD-UAB/Três Passos/RS,Graduação,Licenciatura,EAD
1790,88,Residência Médica - Coloproctologia,Residencia Médica,Especialização,Presencial
674,2712,Técnico Agrícola Habilitação em Agropecuária - Pós Médio,Ensino Médio,Técnico,Presencial
1049,4564,Curso de Enfermagem/PM,Graduação,Bacharelado,Presencial
1340,4564,Curso de Ciências Econômicas/PM,Graduação,Bacharelado,Presencial
1848,4634,Jornalismo Bacharelado/FW,Graduação,Bacharelado,Presencial
1546,91,PG-Lato Sensu Gestão Pública/Distância/Santa Vitória do Palmar/RS,Especialização,Especialização,EAD
1490,117,PG-E Educação Ambiental/Distância/Três Passos/RS,Especialização,Especialização,EAD
1552,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Novo Hamburgo/RS,Especialização,Especialização,EAD
1648,94,Educação Especial - Licenciatura/Distância/Santa Vitória do Palmar/RS,Graduação,Licenciatura,EAD
1642,82,Geografia Licenciatura -EaD-UAB/Palmeira das Missões/RS,Graduação,Licenciatura,EAD
1764,2712,Curso de Manicure e Pedicure,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1877,4634,Licenciatura em Computação/EAD/Palmeira das Missões/RS,Graduação,Licenciatura,EAD
1350,82,Física - Licenciatura/Distância/Jales/SP,Graduação,Licenciatura,EAD
1355,78,Letras - Português e Literaturas/Distância/Cachoeira do Sul/RS,Graduação,Licenciatura,EAD
1639,117,PG-E Educação Ambiental/Distância/Polo Jacuizinho,Especialização,Especialização,EAD
1839,94,Pedagogia-Licenciatura/Distância/Cerro Largo/RS,Graduação,Licenciatura,EAD
1845,2732,Inglês/Sem Fronteiras/Cachoeira do Sul,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
829,2712,PG-E Geomática,Especialização,Especialização,Presencial
1471,94,Educação Especial - Licenciatura/PARFOR/Distância/Santa Vitória do Palmar/RS,Graduação,Licenciatura,EAD
1477,85,PG-E Residência Profissional da Saúde-Medicina Veterinária: Diagnóstico por Imagem,Outras Residências,Especialização,Presencial
1503,91,PG Espec. em Gestão em Arquivos/EAD/Sobradinho/RS,Especialização,Especialização,EAD
1152,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Boa Vista/RR,Especialização,Especialização,EAD
1165,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Rio de Janeiro,Especialização,Especialização,EAD
1318,91,PG-Lato Sensu Gestão Pública/Distância/Sapucaia/RS,Especialização,Especialização,EAD
1323,91,PG-Lato Sensu Gestão Pública Municipal/Distância/Sapucaia do Sul/RS,Especialização,Especialização,EAD
1329,91,Serviço Social - Bacharelado (Noturno),Graduação,Bacharelado,Presencial
932,2732,CTISM - Eletromecânica - Noturno,Pós-Médio,Técnico,Presencial
1145,2712,Técnico em Informática - Pós-Médio,Pós-Médio,Técnico,Presencial
969,78,Letras - Lic.- Hab. Inglês e Literaturas Língua Inglesa,Graduação,Licenciatura,Presencial
964,205,Mobilidade Acadêmica,Graduação,Formação Especial,Apenas para vinculo dos alunos
1361,94,Educação Especial - Licenciatura/Distância/Foz do Iguaçu/PR,Graduação,Licenciatura,EAD
1448,88,Residência Médica - Neonatologia,Residencia Médica,Especialização,Presencial
1458,78,Letras - Português e Literaturas/Distância/Três de Maio/RS,Graduação,Licenciatura,EAD
839,78,Artes Cênicas - Interpretação Teatral,Graduação,Bacharelado,Presencial
1242,85,Curso Superior de Tecnologia em Alimentos,Graduação,Tecnológico,Presencial
1705,2732,CTISM - Informática para Internet/Distância/Restinga Sêca/RS,Pós-Médio,Técnico,EAD
775,88,Residência Médica - Ginecologia e Obstetricia,Residencia Médica,Especialização,Presencial
2188,4634,Licenciatura em Computação/EAD/Três de Maio/RS,Graduação,Licenciatura,EAD
2198,78,Licenc. Letras Espanhol - Literaturas/Distância/Santo Antônio da Patrulha/RS,Graduação,Licenciatura,EAD
1597,97,PG-E Educ.Física Infantil e Anos Iniciais/EAD/Serafina Correa/RS,Especialização,Especialização,EAD
1715,2712,CPOL - Curso Técnico em Fruticultura/Distância/São João do Polêsine/RS,Pós-Médio,Técnico,EAD
1807,117,PG-E Eficiência Energética Aplicada aos Processos Produtivos/EAD/Foz do Iguaçu/PR,Especialização,Especialização,EAD
990,78,Música - Bacharelado Percussão,Graduação,Bacharelado,Presencial
1372,88,Residência Médica - Dermatologia,Residencia Médica,Especialização,Presencial
1903,78,PG-E Música: Músicas dos Séculos XX e XXI - Performance e Pedagogia,Especialização,Especialização,Presencial
1076,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Restinga Sêca/RS,Especialização,Especialização,EAD
1229,117,PG-E Educação Ambiental/Distância/Pólo Cacequi,Especialização,Especialização,EAD
1610,2712,Curso de Auxiliar de Contabilidade,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1629,2712,Técnico em Secretariado,Pós-Médio,Técnico,Presencial
1575,2712,Curso de Mestre de Obras,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1584,78,Licenc. Letras Espanhol - Literaturas/Distância/Palmeira das Missões/RS,Graduação,Licenciatura,EAD
1197,2712,Técnico em Geoprocessamento,Pós-Médio,Técnico,Presencial
1387,117,PG-E Mídias na Educação/EAD/Restinga Seca/RS,Especialização,Especialização,EAD
1393,2732,CTISM - Automação Industrial/Distância/Cachoeira do Sul/RS,Pós-Médio,Técnico,EAD
1813,91,PG-E em Ensino de Sociologia no Ensino Médio/EAD/Novo Hamburgo/RS,Especialização,Especialização,EAD
1816,91,PG-E em Ensino de Sociologia no Ensino Médio/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
1382,4564,Administração Pública Bacharelado/EAD/Tapejara/RS,Graduação,Bacharelado,EAD
1535,4564,Administração Pública Bacharelado/EAD/Três de Maio/RS,Graduação,Bacharelado,EAD
1890,82,PG-E Ensino de Matemática no Ensino Médio/EAD/Cruz Alta/RS,Especialização,Especialização,EAD
1081,85,Tec. Agric. Familiar Sustentabilidade/Distância/Sobradinho/RS,Graduação,Tecnológico,EAD
1102,94,Espec. Gestão Educacional/EAD/Fortaleza/Ceará,Especialização,Especialização,EAD
1113,82,Física - Licenciatura/Distância/Faxinal do Soturno/RS,Graduação,Licenciatura,EAD
1216,117,Curso Engenharia de Controle e Automação,Graduação,Bacharelado,Presencial
1207,78,Letras - Português e Literaturas/Distância/Cruz Alta/RS,Graduação,Licenciatura,EAD
778,88,Residência Médica - Radiologia,Residencia Médica,Especialização,Presencial
996,78,Música - Bacharelado Violão,Graduação,Bacharelado,Presencial
1001,78,Música - Bacharelado,Graduação,Bacharelado,Presencial
1416,91,Licenciatura Sociologia/Distância/Picada Café/RS,Graduação,Licenciatura,EAD
1059,94,Pedagogia - Licenciatura Plena Noturno,Graduação,Licenciatura,Presencial
1413,91,PG Espec. em Gestão em Arquivos/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
699,117,Engenharia Química,Graduação,Bacharelado,Presencial
726,91,Ciências Econômicas - Diurno,Graduação,Bacharelado,Presencial
2210,91,PG-Lato Sensu Gestão Pública Municipal/Distância/São João do Polêsine,Especialização,Especialização,EAD
1836,94,Pedagogia-Licenciatura/Distância/São Sepé/RS,Graduação,Licenciatura,EAD
1047,4564,Curso de Administração - Diurno/PM,Graduação,Bacharelado,Presencial
1050,4564,Curso de Zootecnia/PM,Graduação,Bacharelado,Presencial
1540,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Palmeira das Missões/RS,Especialização,Especialização,EAD
1868,85,Licenciatura em Educação do Campo/Distância/Itaqui/RS,Graduação,Licenciatura,EAD
1883,91,Licenciatura Sociologia/Distância/Jaquirana/RS,Graduação,Licenciatura,EAD
2081,88,Residência Médica - Pneumologia Pediátrica,Residencia Médica,Especialização,Presencial
1671,4051,Arquitetura e Urbanismo,Graduação,Bacharelado,Presencial
1674,4051,Engenharia de Transportes e Logística,Graduação,Bacharelado,Presencial
1680,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Cruz Alta/RS,Especialização,Especialização,EAD
694,88,Medicina,Graduação,Bacharelado,Presencial
1767,2732,Inglês/Sem Fronteiras/Politécnico,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1545,91,PG-Lato Sensu Gestão Pública/Distância/Santa Maria/RS,Especialização,Especialização,EAD
1489,117,PG-E Educação Ambiental/Distância/Sobradinho/RS,Especialização,Especialização,EAD
1636,2732,CTISM - Técnico em Soldagem Subsequente,Pós-Médio,Técnico,Presencial
1024,97,Educação Física - Bacharelado,Graduação,Bacharelado,Presencial
1143,82,PG-E Educação Matemática,Especialização,Especialização,Presencial
1641,94,Educação Especial - Licenciatura/Distância/Agudo/RS,Graduação,Licenciatura,EAD
1566,117,PG-E Mídias na Educação/EAD/Faxinal do Soturno/RS,Especialização,Especialização,EAD
1770,2732,Inglês/Sem Fronteiras/Restinga Seca,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1343,78,Música Bacharelado - Fagote,Graduação,Bacharelado,Presencial
1146,2712,Técnico em Administração - Pós-Médio,Pós-Médio,Técnico,Presencial
1349,82,Física - Licenciatura/Distância/Cacequi/RS,Graduação,Licenciatura,EAD
1693,2712,Curso de Encanador Instalador Predial,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1846,2732,Inglês/Sem Fronteiras/Cruz Alta,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1776,2712,Curso de Produtor de Derivados do Leite,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1878,4634,Licenciatura em Computação/EAD/Sarandi/RS,Graduação,Licenciatura,EAD
1825,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Tapejara/RS,Especialização,Especialização,EAD
1468,94,Educação Especial - Licenciatura/PARFOR/Distância/Sobradinho/RS,Graduação,Licenciatura,EAD
1478,85,PG-E Residência Profissional da Saúde-Medicina Veterinária: Clínica de Grandes Animais,Residencia Médica,Especialização,Presencial
1133,85,Tec. Agric. Familiar Sustentabilidade/Distância/Palmas/TO,Graduação,Tecnológico,EAD
1155,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Pombal/PB,Especialização,Especialização,EAD
1166,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Capão daCanoa,Especialização,Especialização,EAD
1172,82,Física - Licenciatura/Distância/São Lourenço do Sul/RS,Graduação,Licenciatura,EAD
1177,78,Música Bacharelado - Contrabaixo,Graduação,Bacharelado,Presencial
1251,88,Terapia Ocupacional,Graduação,Bacharelado,Presencial
1352,82,Física - Licenciatura/Distância/Três Passos/RS,Graduação,Licenciatura,EAD
1317,91,PG-Lato Sensu Gestão Pública/Distância/Picada Café/RS,Especialização,Especialização,EAD
1320,91,PG-Lato Sensu Gestão Pública/Distância/Faxinal Soturno/RS,Especialização,Especialização,EAD
1362,91,PG-Lato Sensu Gestão Pública/Distância/Santana do Livramento/RS,Especialização,Especialização,EAD
1451,88,Residência Médica - R3 - Clínica Médica - Ano Opcional I,Residencia Médica,Especialização,Presencial
1457,78,Letras - Português e Literaturas/Distância/Agudo/RS,Graduação,Licenciatura,EAD
1865,94,Licenciatura em Ciências da Religião/EAD/Constantina/RS,Graduação,Licenciatura,EAD
1875,82,Física - Licenciatura/Distância/Pinto Bandeira/RS,Graduação,Licenciatura,EAD
1886,91,Licenciatura Sociologia/Distância/Gramado/RS,Graduação,Licenciatura,EAD
2000,85,Licenciatura em Educação do Campo/Distância/Novo Hamburgo/RS,Graduação,Licenciatura,EAD
1762,94,Curso de Formação de Professores para Educação Profissional/Ead/Sapiranga/RS,Graduação,Licenciatura,EAD
1775,2732,Espanhol/Sem Fronteiras/Restinga Seca,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1781,82,Geografia Licenciatura -EaD-UAB/Três de Maio/RS,Graduação,Licenciatura,EAD
1784,82,Geografia Licenciatura -EaD-UAB/Constantiina/RS,Graduação,Licenciatura,EAD
1828,117,PG-E Educação Ambiental/Distância/Santana da Boa Vista/RS,Especialização,Especialização,EAD
970,78,Letras - Lic - Hab. Português e Literatura Língua Portuguesa,Graduação,Licenciatura,Presencial
989,78,Música - Bacharelado Flauta Transversa,Graduação,Bacharelado,Presencial
1483,2732,CTISM - Segurança do Trabalho/Distância/Santo Antônio da Patrulha/RS,Pós-Médio,Técnico,EAD
1633,2712,Técnico em Informática-Turno Tarde-Pós-Médio,Pós-Médio,Técnico,Presencial
1558,94,Curso de Formação de Professores para Educação Profissional/Ead/Quaraí/RS,Graduação,Licenciatura,EAD
1644,82,Geografia Licenciatura -EaD-UAB/Santa Vitória do Palmar/RS,Graduação,Licenciatura,EAD
1666,78,Licenc. Letras Espanhol - Literaturas/Distância/Tio Hugo/RS,Graduação,Licenciatura,EAD
1685,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/São Lourenço do Sul/RS,Especialização,Especialização,EAD
1688,91,PG-E em Ensino de Sociologia no Ensino Médio/EAD/Encantado/RS,Especialização,Especialização,EAD
1325,91,PG-Lato Sensu Gestão Pública Municipal/Distância/Santa Maria/RS,Especialização,Especialização,EAD
1344,2732,CTISM - Automação Industrial/Distância/São Lourenço do Sul/RS,Pós-Médio,Técnico,EAD
1443,88,Residência Médica - R3 - Endoscopia Digestiva,Residencia Médica,Especialização,Presencial
1452,88,Residência Médica - R3 - Infectologia - Ano Opcional I,Residencia Médica,Especialização,Presencial
1833,94,Pedagogia-Licenciatura/Distância/Encantado/RS,Graduação,Licenciatura,EAD
1843,94,Pedagogia-Licenciatura/Distância/Pinto Bandeira/RS,Graduação,Licenciatura,EAD
1367,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Tapejara/RS,Especialização,Especialização,EAD
1860,2732,CTISM - Segurança do Trabalho/Distância/Santa Maria/RS,Pós-Médio,Técnico,EAD
1180,117,PG-E Educação Ambiental/Distância/Pólo Panambi,Especialização,Especialização,EAD
1486,117,PG-E Educação Ambiental/Distância/Pólo Cachoeira do Sul,Especialização,Especialização,EAD
1254,91,Licenciatura Sociologia/Distância/Agudo/RS,Graduação,Licenciatura,EAD
1259,91,Licenciatura Sociologia/Distância/Tio Hugo/RS,Graduação,Licenciatura,EAD
975,88,Residência Médica - R3,Residencia Médica,Especialização,Presencial
984,82,Matemática - Licenciatura Plena,Graduação,Licenciatura,Presencial
1475,85,PG-E Residência Profissional da Saúde-Medicina Veterinária: Cirurgia e Anestesiologia Veterinária,Outras Residências,Especialização,Presencial
1138,78,Licenc. Letras Espanhol - Literaturas/Distância/São Francisco de Paula/RS,Graduação,Licenciatura,EAD
1151,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Polo UFSM,Especialização,Especialização,EAD
1158,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Divinolândia,Especialização,Especialização,EAD
1169,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Passo Fundo/RS,Especialização,Especialização,EAD
1821,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Encantado/RS,Especialização,Especialização,EAD
1898,2712,Técnico em Cuidados de Idosos,Pós-Médio,Técnico,Presencial
1895,94,Curso de Formação de Professores para Educação Profissional/Ead/Gramado/RS,Graduação,Licenciatura,EAD
2064,4634,Licenciatura em Educação Indígena/Distância/Novo Hamburgo/RS,Graduação,Licenciatura,EAD
2185,4634,Licenciatura em Computação/EAD/Cachoeira do Sul/RS,Graduação,Licenciatura,EAD
2206,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Sarandi/RS,Especialização,Especialização,EAD
1589,117,PG-E Eficiência Energética Aplicada aos Processos Produtivos/EAD/Camargo/RS,Especialização,Especialização,EAD
1592,117,PG-E Eficiência Energética Aplicada aos Processos Produtivos/EAD/Quaraí/RS,Especialização,Especialização,EAD
1697,2732,CTISM - Automação Industrial/Distância/Agudo/RS,Pós-Médio,Técnico,EAD
1708,2732,CTISM - Mecânica/Distância/Cruz Alta/RS,Pós-Médio,Técnico,EAD
1718,82,PG-E Ensino de Matemática no Ensino Médio/EAD/Palmeira das Missões/RS,Especialização,Especialização,EAD
827,97,Educação Física,Graduação,Licenciatura,Presencial
943,205,Aluno Intercâmbio de Graduação,Graduação,Formação Especial,Apenas para vinculo dos alunos
1621,2712,Curso de Eletricista Instalador Predial de Baixa Tensão,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
2195,82,Física - Licenciatura/Distância/Cruz Alta/RS,Graduação,Licenciatura,EAD
1583,78,Letras - Português e Literaturas/Distância/Palmeira da Missões/RS,Graduação,Licenciatura,EAD
1221,2732,CTISM - Automação Industrial/Distância/Santa Maria/RS,Pós-Médio,Técnico,EAD
1224,2732,CTISM - Automação Industrial/Distância/Canguçu/RS,Pós-Médio,Técnico,EAD
1396,2712,Técnico em Contabilidade,Pós-Médio,Técnico,Presencial
1723,82,PG-E Ensino de Matemática no Ensino Médio/EAD/São Lourenço do Sul/RS,Especialização,Especialização,EAD
1802,91,PG Espec. em Gestão em Arquivos/EAD/Foz do Iguaçu /PR,Especialização,Especialização,EAD
1808,117,PG-E Eficiência Energética Aplicada aos Processos Produtivos/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
1517,82,Física - Licenciatura/Distância/Itaqui/RS,Graduação,Licenciatura,EAD
1099,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Agudo/RS,Especialização,Especialização,EAD
1570,117,PG-E Educação Ambiental/Distância/Pólo Quaraí,Especialização,Especialização,EAD
1729,2712,Curso de Piscicultor,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1202,94,Espec. Gestão Educacional/EAD/Santa Maria/RS,Especialização,Especialização,EAD
