id_unidade_sie,nome_unidade,cod_estruturado,id_centro_sie,id_tipo_unidade,id_situacao_unidade
126,Departamento de Arquitetura e Urbanismo,07.46.00.00.0.0,117,4,1
3609,Departamento de Computação Aplicada,07.67.00.00.0.0,117,4,1
147,Departamento de Eletromecânica e Sistemas de Potência,07.37.00.00.0.0,117,4,1
619,Departamento de Eletrônica e Computação,07.38.00.00.0.0,117,4,1
144,Departamento de Engenharia de Produção e Sistemas,07.36.00.00.0.0,117,4,1
150,Departamento de Engenharia Mecânica,07.35.00.00.0.0,117,4,1
217,Departamento de Engenharia Química,07.34.00.00.0.0,117,4,1
2710,Departamento de Engenharia Sanitária e Ambiental,07.63.00.00.0.0,117,4,1
140,Departamento de Estruturas e Construção Civil,07.31.00.00.0.0,117,4,1
146,Departamento de Expressão Gráfica,07.30.00.00.0.0,117,4,1
3608,Departamento de Linguagens e Sistemas de Computação,07.66.00.00.0.0,117,4,1
2270,Departamento de Processamento de Energia Elétrica,07.54.00.00.0.0,117,4,1
218,Departamento de Transportes,07.33.00.00.0.0,117,4,1
4578,Departamento de Administração - PM,32.17.00.00.0.0,4564,4,1
4582,Departamento de Alimentos e Nutrição - PM,32.20.00.00.0.0,4564,4,1
4806,Departamento de Turismo,06.96.00.00.0.0,91,4,1
142,Departamento de Educacao Especial,05.24.00.00.0.0,94,4,1
4580,Departamento de Zootecnia e Ciências Biológicas - PM,32.19.00.00.0.0,4564,4,1
4671,Departamento de Ciências Agronômicas e Ambientais - FW,33.21.00.00.0.0,4634,4,1
4674,Departamento de Ciências da Comunicação - FW,33.23.00.00.0.0,4634,4,1
4678,Departamento de Engenharia e Tecnologia Ambiental - FW,33.25.00.00.0.0,4634,4,1
4673,Departamento de Engenharia Florestal - FW,33.22.00.00.0.0,4634,4,1
4677,Departamento de Tecnologia da Informação - FW,33.24.00.00.0.0,4634,4,1
7200,Departamento de Educação Física,09.25.00.00.0.0,97,4,6
2122,Direção Centro Ciências da Saúde de Uruguaiana-Unipampa,22.02.00.00.0.0,205,2,99
2112,Direção do Centro de Ciências Sociais de São Borja-Unipampa,20.02.00.00.0.0,205,2,99
2754,Direção do Colégio Agrícola de Frederico Westphalen - CAFW,27.02.00.00.0.0,2752,2,99
2470,Direção da Udessm,24.03.00.00.0.0,3156,2,99
4579,Departamento de Ciências da Saúde - PM,32.18.00.00.0.0,4564,4,1
4581,Departamento de Ciências Econômicas - PM,32.21.00.00.0.0,4564,4,1
2073,Direção do CESNORS - FW,16.02.00.00.0.0,2010,2,1
1226,Vice-Direção do CAL,08.03.00.00.0.0,78,27,1
1218,Vice-Direção do CCNE,02.03.00.00.0.0,82,27,1
1221,Vice-Direção do CCR,03.03.00.00.0.0,85,27,1
1222,Vice-Direção do CCS,04.03.00.00.0.0,88,27,1
1237,Vice-Direção do CCSH,06.03.00.00.0.0,91,27,1
1238,Vice-Direção do CE,05.03.00.00.0.0,94,27,1
1227,Vice-Direção do CEFD,09.03.00.00.0.0,97,27,1
1225,Vice-Direção do CT,07.03.00.00.0.0,117,27,1
2715,Vice-Direção do Colégio Politécnico,26.07.00.00.0.0,2712,27,1
2735,Vice-Direção Colégio Técnico Industrial - CTISM,25.07.00.00.0.0,2732,27,1
4328,Vice-Direção Unidade de Educação Infantil Ipê Amarelo,29.07.00.00.0.0,3202,27,1
4079,Vice-Direção do Campus em Cachoeira do Sul,31.03.00.00.0.0,4051,27,1
4639,Vice-Direção do Campus- FW,33.03.00.00.0.0,4634,27,1
7208,Vice-Direção Unidade de Educação Ipê Amarelo,30.01.00.00.0.0,7201,27,6
2801,Laboratório de Acionamentos,25.05.13.00.0.0,2732,12,99
2791,Laboratório de Ajustagem,25.05.03.00.0.0,2732,12,99
2798,Laboratório de Análise e Proteção de Circuitos Elétricos,25.05.10.00.0.0,2732,12,99
2793,Laboratório de Automação Industrial,25.05.05.00.0.0,2732,12,99
4340,Laboratório de Automação Industrial/Hidráulica,25.05.26.00.0.0,2732,12,99
2804,Laboratório de Biologia,25.05.16.00.0.0,2732,12,99
2806,Laboratório de Cnc,25.05.18.00.0.0,2732,12,99
2807,Laboratório de Controle e Ensaio de Máquinas Elétricas,25.05.19.00.0.0,2732,12,99
2792,Laboratório de Eletrônica,25.05.04.00.0.0,2732,12,99
4341,Laboratório de Eletrônica Básica,25.05.27.00.0.0,2732,12,99
2812,Laboratório de Eletrônica Digital,25.05.24.00.0.0,2732,12,99
2811,Laboratório de Ensino a Distância - EAD,25.05.23.00.0.0,2732,12,99
2803,Laboratório de Hidráulica,25.05.15.00.0.0,2732,12,99
2794,Laboratório de Informática I,25.05.06.00.0.0,2732,12,99
2808,Laboratório de Informática II,25.05.20.00.0.0,2732,12,99
2809,Laboratório de Informática III,25.05.21.00.0.0,2732,12,99
4343,Laboratório de Informática Iv,25.05.29.00.0.0,2732,12,99
4344,Laboratório de Informática V,25.05.30.00.0.0,2732,12,99
4345,Laboratório de Informática Vi,25.05.31.00.0.0,2732,12,99
2800,Laboratório de Instalações de Motores,25.05.12.00.0.0,2732,12,99
2802,Laboratório de Instalações Elétricas,25.05.14.00.0.0,2732,12,99
2797,Laboratório de Máquinas e Ferramentas,25.05.09.00.0.0,2732,12,99
4346,Laboratório de Metalografia,25.05.32.00.0.0,2732,12,99
4347,Laboratório de Metrologia,25.05.33.00.0.0,2732,12,99
2813,Laboratório de Microcontroladores,25.05.25.00.0.0,2732,12,99
4348,Laboratório de Motores,25.05.34.00.0.0,2732,12,99
4349,Laboratório de Pesquisa e Desenvolvimento em Eletrônica,25.05.35.00.0.0,2732,12,99
4350,Laboratório de Polímeros,25.05.36.00.0.0,2732,12,99
4342,Laboratório de Protótipos e Eletrônica de Potência,25.05.28.00.0.0,2732,12,99
2795,Laboratório de Química,25.05.07.00.0.0,2732,12,99
4351,Laboratório de Redes,25.05.37.00.0.0,2732,12,99
2805,Laboratório de Refrigeração e Motores Endotérmicos,25.05.17.00.0.0,2732,12,99
2810,Laboratório de Segurança do Trabalho,25.05.22.00.0.0,2732,12,99
2799,Laboratório de Sistemas Pneumáticos,25.05.11.00.0.0,2732,12,99
2796,Laboratório de Soldagem,25.05.08.00.0.0,2732,12,99
4352,Laboratório de Tecom/Redes,25.05.38.00.0.0,2732,12,99
4353,Laboratório de Usinagem,25.05.39.00.0.0,2732,12,99
51,Direção Hospital Universitário-HUSM,10.01.00.00.0.0,163,21,1
6176,Cursos Anteriores ao Sie,95.00.00.00.0.0,205,21,2
6177,Cursos de Graduação,95.01.00.00.0.0,205,21,2
6646,Cursos de Pós-Graduação,95.02.00.00.0.0,205,21,2
6469,Cursos Técnicos,95.10.00.00.0.0,205,21,2
2357,Sem Unidade Administrativa,99.99.00.00.0.0,205,21,2
5342,Comissão de Ensino - CCS,04.01.07.00.0.0,88,3,99
3589,Comissão de Extensão,04.01.05.00.0.0,88,3,99
5849,Comissão de Legislação e Normas,04.76.00.00.0.0,88,3,99
3590,Comissão de Pesquisa - CCS,04.01.06.00.0.0,88,3,99
5347,Comissão Examinadora de Desempenho de Professor Associado - CCS,04.01.09.00.0.0,88,3,99
31,Conselho do Centro de Ciências da Saúde,04.01.00.00.0.0,88,3,99
5850,"Comissão de Ensino, Pesquisa e Extensão",05.27.01.00.0.0,94,3,99
1907,"Comissão Permanente de Ensino, Pesquisa e Extensão",05.01.01.00.0.0,94,3,99
5848,Comissão Permanente de Legislação e Normas,05.01.02.00.0.0,94,3,99
107,Conselho do Centro - CE,05.01.00.00.0.0,94,3,99
1897,Comissão de Enquadramento Lei N.11091/2005,01.01.08.00.0.0,205,3,99
115,Comissão Permanente de Pessoal Técnico- Administrativo,01.36.00.00.0.0,205,3,99
2713,Colegiado da Unidade,26.01.00.00.0.0,2712,3,99
5829,Comissão Permanente de Ensino,26.10.00.00.0.0,2712,3,99
5831,Comissão Permanente de Extensão,26.12.00.00.0.0,2712,3,99
5851,"Comissão Permanente de Legislação, Normas, Ensino, Pesquisa e Extensão",26.13.00.00.0.0,2712,3,99
5830,Comissão Permanente de Pesquisa,26.11.00.00.0.0,2712,3,99
5971,Comissão Permanente de Seleção,26.14.00.00.0.0,2712,3,99
4236,"Comissão de Ensino, Pesquisa e Extensão - CTISM",25.13.00.00.0.0,2732,3,99
5833,"Comissão Permanente de Ensino, Pesquisa e Extensão",25.11.00.00.0.0,2732,3,99
5832,Comissão Permanente de Exame de Seleção,25.10.00.00.0.0,2732,3,99
2786,Comissão Permanente de Exame de Seleção - CTISM,25.12.00.00.0.0,2732,3,99
2733,Conselho do Colégio Técnico Industrial - CTISM,25.01.00.00.0.0,2732,3,99
4483,"Comissão de Ensino, Pesquisa e Extensão-CS",31.01.02.00.0.0,4051,3,99
4482,Comissão de Legislação e Normas-CS,31.01.01.00.0.0,4051,3,99
4077,Conselho Campus Cachoeira do Sul,31.01.00.00.0.0,4051,3,99
4569,"Comissão de Ensino, Pesquisa e Extensão - PM",32.01.02.00.0.0,4564,3,99
5783,Comissão de Gestão Ambiental - PM,32.01.04.00.0.0,4564,3,99
5782,Comissão de Infraestrutura e Patrimônio - PM,32.01.03.00.0.0,4564,3,99
4568,Comissão de Legislação e Normas - PM,32.01.01.00.0.0,4564,3,99
4565,Conselho do Campus de Palmeira das Missões,32.01.00.00.0.0,4564,3,99
6778,Comissão Permanente da Sala de Exposições Cláudio Carriconde,08.05.05.00.0.0,78,3,1
6774,"Comissão Permanente de Ensino, Pesquisa e Extensão do CAL",08.05.01.00.0.0,78,3,1
6776,Comissão Permanente de Espaço Físico do CAL,08.05.03.00.0.0,78,3,1
6775,Comissão Permanente de Legislação e Normas do CAL,08.05.02.00.0.0,78,3,1
6777,Comissão Permanente do Teatro Caixa Preta,08.05.04.00.0.0,78,3,1
6773,Conselho do Centro de Artes e Letras,08.05.00.00.0.0,78,3,1
6265,"Comissão de Ensino, Pesquisa e Extensão do CCNE",02.05.02.00.0.0,82,3,1
6288,Comissão de Extensão do CCNE,02.12.02.00.0.0,82,3,1
6264,Comissão de Legislação e Normas do CCNE,02.05.01.00.0.0,82,3,1
6287,Comissão de Pesquisa do CCNE,02.12.01.00.0.0,82,3,1
6262,Conselho do Centro de Ciências Naturais e Exatas,02.05.00.00.0.0,82,3,1
6546,Comissão de Ensino do CCR,03.11.01.00.0.0,85,3,1
6533,Comissão de Espaço Físico do CCR,03.01.04.00.0.0,85,3,1
6548,Comissão de Extensão do CCR,03.11.03.00.0.0,85,3,1
6532,Comissão de Legislação e Normas do CCR,03.01.03.00.0.0,85,3,1
6547,Comissão de Pesquisa do CCR,03.11.02.00.0.0,85,3,1
18,Conselho do Centro de Ciências Rurais,03.01.00.00.0.0,85,3,1
6930,Comissão de Ensino e Pesquisa do CCS,04.05.03.00.0.0,88,3,1
6929,Comissão de Extensão do CCS,04.05.02.00.0.0,88,3,1
6928,Comissão de Legislação e Normas do CCS,04.05.01.00.0.0,88,3,1
6927,Conselho do Centro de Ciências da Saúde,04.05.00.00.0.0,88,3,1
6216,Comissão Permanente de Ensino do CCSH,06.13.01.00.0.0,91,3,1
6218,Comissão Permanente de Extensão do CCSH,06.13.03.00.0.0,91,3,1
6219,Comissão Permanente de Legislação e Normas do CCSH,06.13.04.00.0.0,91,3,1
6220,Comissão Permanente de Orçamento do CCSH,06.13.05.00.0.0,91,3,1
6217,Comissão Permanente de Pesquisa do CCSH,06.13.02.00.0.0,91,3,1
6211,Conselho do Centro de Ciências Sociais e Humanas,06.13.00.00.0.0,91,3,1
7072,"Comissão de Ensino, Pesquisa e Extensão",05.18.01.00.0.0,94,3,1
7076,Comissão do Núcleo de Estudos e Pesquisa em Educação e Infância,05.19.03.00.0.0,94,3,1
7075,Comissão dos Laboratórios de Educação Especial,05.19.02.00.0.0,94,3,1
7074,Comissão dos Laboratórios de Metodologia de Ensino,05.19.01.00.0.0,94,3,1
7058,"Comissão Permanente de Ensino, Pesquisa e Extensão do CE",05.06.01.00.0.0,94,3,1
7059,Comissão Permanente de Legislação e Normas do CE,05.06.02.00.0.0,94,3,1
7070,Comissão Setorial de Avaliação,05.17.01.00.0.0,94,3,1
7056,Comitê Descentralizado de Internacionalização,05.05.00.00.0.0,94,3,1
7057,Conselho do Centro de Educação,05.06.00.00.0.0,94,3,1
6247,"Comissão de Ensino, Pesquisa e Extensão do CEFD",09.05.02.00.0.0,97,3,1
6248,Comissão de Espaço Físico do CEFD,09.05.03.00.0.0,97,3,1
6246,Comissão de Legislação e Normas do CEFD,09.05.01.00.0.0,97,3,1
6237,Conselho do Centro de Educação Física e Desportos,09.05.00.00.0.0,97,3,1
6914,Centro de Cooperação Brasil-Alemanha,07.92.00.00.0.0,117,3,1
6315,Comissão Permanente de Ensino do CT,07.14.02.00.0.0,117,3,1
6295,"Comissão Permanente de Ensino, Pesquisa e Extensão do CT",07.05.01.00.0.0,117,3,1
6314,Comissão Permanente de Extensão do CT,07.14.01.00.0.0,117,3,1
6297,Comissão Permanente de Inovação no Ensino de Graduação,07.00.01.00.0.0,117,3,1
6296,Comissão Permanente de Legislação e Normas do CT,07.05.02.00.0.0,117,3,1
6316,Comissão Permanente de Pesquisa e Inovação do CT,07.14.03.00.0.0,117,3,1
6293,Conselho do Centro de Tecnologia,07.05.00.00.0.0,117,3,1
5790,Câmara de Extensão,01.07.00.03.0.0,205,3,1
6650,Câmara de Licenciaturas,01.08.00.05.0.0,205,3,1
5762,Comissão de Acompanhamento e Análise de Processos,42.01.00.00.0.0,205,3,1
5758,"Comissão de Ensino, Pesquisa e Extensão",41.01.00.00.0.0,205,3,1
6129,Comissão de Ética,44.00.00.00.0.0,205,3,1
6562,Comissão de Ética de Uso de Animais,01.09.20.00.0.0,205,3,1
5759,Comissão de Legislação e Normas,41.02.00.00.0.0,205,3,1
5760,Comissão de Legislação e Regimentos,40.01.00.00.0.0,205,3,1
5761,Comissão de Orçamento e Regência Patrimonial,40.02.00.00.0.0,205,3,1
6553,Comissão de Residência Multiprofissional,01.09.01.02.0.0,205,3,1
5807,Comissão Especial de Avaliação para Concessão do Rsc - PROGEP,01.26.00.06.2.0,205,3,1
5806,Comissão Examinadora para Avaliação de Desempenho de Prof Associado - PROGEP,01.26.00.06.1.0,205,3,1
6722,Comissão Gestora do Plano de Logística,01.01.99.00.0.0,205,3,1
6560,Comissão Interna de Biossegurança,01.09.18.00.0.0,205,3,1
6652,Comissão Interna de Conservação de Energia,45.00.00.00.0.0,205,3,1
2018,Comissão Interna de Supervisão da Carreira,01.83.00.00.0.0,205,3,1
357,Comissão Permanente de Acumulação Cargos,01.33.00.00.0.0,205,3,1
3888,Comissão Permanente de Avaliação de Documentos,01.84.00.02.0.0,205,3,1
5941,Comissão Permanente de Avaliação e Baixa Patrimonial de Bens Móveis,01.05.10.00.0.0,205,3,1
6557,Comitê Assessor da Pró-Reitoria de Pós-Graduação e Pesquisa,01.09.15.00.0.0,205,3,1
6644,Comitê Consultivo do Siarq,01.84.00.03.0.0,205,3,1
6561,Comitê de Ética em Pesquisa com Seres Humanos,01.09.19.00.0.0,205,3,1
5970,"Comitê de Governança, Riscos e Controles",01.01.40.00.0.0,205,3,1
6645,Comitê de Igualdade de Gênero,01.07.08.03.2.0,205,3,1
6567,Comitê de Iniciação Científica,01.09.25.01.0.0,205,3,1
6558,Comitê de Pesquisa da Pró-Reitoria de Pós-Graduação e Pesquisa,01.09.16.00.0.0,205,3,1
6634,Comitê de Saúde Mental,01.01.41.00.0.0,205,3,1
6653,Comitê de Segurança da Informação,46.00.00.00.0.0,205,3,1
6648,Comitê Gestor de Implantação da Agenda 2030 e Seus Objetivos de Desenvolvimento Sustentável,01.01.43.00.0.0,205,3,1
6559,Comitê Gestor de Infraestruturas Multiusuárias,01.09.17.00.0.0,205,3,1
6737,Comitê Gestor de Proteção de Dados Pessoais,48.00.00.00.0.0,205,3,1
5942,Comitê Gestor de Tecnologias de Informação e Comunicação,43.00.00.00.0.0,205,3,1
6679,Comitê Gestor do Acervo Acadêmico,47.00.00.00.0.0,205,3,1
6649,Comitê Gestor do Centro de Convenções,01.07.06.01.2.0,205,3,1
6611,Comitê Institucional de Iniciação à Inovação Tecnológica e Desenvolvimento,01.28.02.00.0.0,205,3,1
5788,"Conselho de Área de Educação Básica, Técnica e Tecnológica",01.17.01.00.0.0,205,3,1
5757,Conselho de Curadores,42.00.00.00.0.0,205,3,1
5756,"Conselho de Ensino, Pesquisa e Extensão",41.00.00.00.0.0,205,3,1
6651,Conselho Editorial da Editora,01.15.01.00.0.0,205,3,1
6613,Conselho Estratégico do Pict,01.28.03.01.0.0,205,3,1
6614,Conselho Fiscal do Pict,01.28.03.02.0.0,205,3,1
6610,Conselho Superior da PROINOVA,01.28.01.00.0.0,205,3,1
5755,Conselho Universitário,40.00.00.00.0.0,205,3,1
7172,Comissão Permanente de Ensino,26.27.03.00.0.0,2712,3,1
7170,"Comissão Permanente de Legislação, Normas, Ensino, Pesquisa e Extensão",26.31.00.00.0.0,2712,3,1
7173,Comissão Permanente de Pesquisa e Inovação,26.27.04.00.0.0,2712,3,1
7171,Comissão Permanente de Seleção e Ingresso,26.26.03.00.0.0,2712,3,1
7174,Comissão Permanentede Extensão,26.27.05.00.0.0,2712,3,1
7169,Conselho Diretor do Colégio Politécnico,26.30.00.00.0.0,2712,3,1
7083,"Comissão Permanente de Ensino, Pesquisa e Extensão do CTISM",25.15.00.00.0.0,2732,3,1
7084,Comissão Permanente de Exames de Seleção do CTISM,25.16.00.00.0.0,2732,3,1
7082,Conselho Diretor do Colégio Técnico Industrial de Santa Maria,25.14.00.00.0.0,2732,3,1
4329,Conselho Diretor UEIIA,29.01.00.00.0.0,3202,3,1
7006,"Comissão de Ensino, Pesquisa e Extensão do Campus/CS",31.07.01.00.0.0,4051,3,1
7008,Comissão de Legislação e Normas do Campus/CS,31.07.02.00.0.0,4051,3,1
7005,Conselho do Campus da Universidade Federal de Santa Maria em Cachoeira do Sul,31.07.00.00.0.0,4051,3,1
7027,"Comissão de Ensino, Pesquisa e Extensão/PM",32.32.01.00.0.0,4564,3,1
7028,Comissão de Legislação e Normas/PM,32.32.02.00.0.0,4564,3,1
7026,Conselho do Campus da Universidade Federal de Santa Maria em Palmeira das Missões,32.32.00.00.0.0,4564,3,1
6575,Comissão de Ensino/FW,33.04.03.00.0.0,4634,3,1
6577,Comissão de Extensão/FW,33.04.05.00.0.0,4634,3,1
6574,Comissão de Gestão de Riscos/FW,33.04.02.00.0.0,4634,3,1
6573,Comissão de Legislação e Normas/FW,33.04.01.00.0.0,4634,3,1
6576,Comissão de Pesquisa/FW,33.04.04.00.0.0,4634,3,1
6572,Conselho do Campus da Universidade Federal de Santa Maria em Frederico Westphalen,33.04.00.00.0.0,4634,3,1
3109,Conselho de Administração - Conad-HUSM,10.00.01.00.0.0,163,3,2
7207,Conselho Diretor da Unidade de Educação Ipê Amarelo,30.06.00.00.0.0,7201,3,6
160,Gabinete do Vice-Reitor,01.02.00.00.0.0,205,15,1
195,Pró-Reitoria de Extensão,01.07.00.00.0.0,205,15,1
197,Pró-Reitoria de Graduação,01.08.00.00.0.0,205,15,1
6609,Pró-Reitoria de Inovação e Empreendedorismo,01.28.00.00.0.0,205,15,1
199,Pró-Reitoria de Planejamento,01.10.00.00.0.0,205,15,1
200,Pró-Reitoria de Pós-Graduação e Pesquisa,01.09.00.00.0.0,205,15,1
4933,Superintendente,93.01.00.00.0.0,163,15,2
2699,Departamento de Contabilidade e Finanças,01.12.00.00.0.0,205,16,1
6435,Em Estudo Fg5.007,01.26.30.06.9.0,205,20,99
4835,Em Estudo Fg7.187,01.26.30.48.1.0,205,20,99
205,REITORIA,01.00.00.00.0.0,205,20,1
5778,Cursos de Graduação,08.09.00.00.0.0,78,20,2
5779,Cursos de Pós-Graduação,08.10.00.00.0.0,78,20,2
5763,Cursos de Graduação,02.09.00.00.0.0,82,20,2
5764,Cursos de Pós-Graduação,02.10.00.00.0.0,82,20,2
5765,Cursos de Graduação,03.09.00.00.0.0,85,20,2
5766,Cursos de Pós-Graduação,03.10.00.00.0.0,85,20,2
5767,Cursos de Graduação,04.09.00.00.0.0,88,20,2
5768,Cursos de Pós-Graduação,04.10.00.00.0.0,88,20,2
5772,Cursos de Graduação,06.09.00.00.0.0,91,20,2
5775,Cursos de Pós-Graduação,06.10.00.00.0.0,91,20,2
5770,Cursos de Graduação,05.09.00.00.0.0,94,20,2
5771,Cursos de Pós-Graduação,05.10.00.00.0.0,94,20,2
5773,Cursos de Graduação,09.09.00.00.0.0,97,20,2
5774,Cursos de Pós-Graduação,09.10.00.00.0.0,97,20,2
5776,Cursos de Graduação,07.09.00.00.0.0,117,20,2
5777,Cursos de Pós-Graduação,07.10.00.00.0.0,117,20,2
4928,"Comissão de Ensino, Extensão e Desenvolvimento Institucional - HUSM",10.04.01.02.0.0,163,20,2
4927,Comissão de Pesquisa - HUSM,10.04.01.01.0.0,163,20,2
1416,Agencia Nacional de Enegia Eletrica - Aneel,99.10.00.00.0.0,205,20,2
1411,Agencia Nacional de Vigilancia Sanitaria,99.04.00.00.0.0,205,20,2
5940,Arquivo Intermediário DAG,01.84.02.00.1.0,205,20,2
6721,Chefias em Estudo,00.00.00.09.0.0,205,20,2
6680,Chefias em Estudo,00.00.00.09.1.0,205,20,2
6989,Coordenação Uab,01.08.16.00.0.0,205,20,2
1946,Fundo Nacional de Desenv. da Educação - Fnde,99.18.00.00.0.0,205,20,2
3515,Fundo Nacional de Desenvolvimento da Educ. Fnde,99.31.00.00.0.0,205,20,2
1410,Fundo Nacional de Saude,99.03.00.00.0.0,205,20,2
1858,Fundo Nacional Desenvolvimento Científico e Tecnológico,99.16.00.00.0.0,205,20,2
1413,Inst. Nac. de Estudos e Pesquisas Educ.,99.06.00.00.0.0,205,20,2
1412,Instituto Nacional de Desenvolvimento do Desporto,99.05.00.00.0.0,205,20,2
1415,Ministerio da Cultura,99.09.00.00.0.0,205,20,2
1703,Ministério da Agricultura e do Abastecimento,99.12.00.00.0.0,205,20,2
3520,Ministério do Esporte,99.35.00.00.0.0,205,20,2
1418,Ministério do Esporte e Turismo,99.11.00.00.0.0,205,20,2
1710,Secretaria de Desenvolvimento Rural,99.13.00.00.0.0,205,20,2
1414,Secretaria de Educacao Superior,99.08.00.00.0.0,205,20,2
1718,Secretaria de Educação Profissional e Tecnológica,99.14.00.00.0.0,205,20,2
6829,Sos-Comunidade,01.01.88.00.0.0,205,20,2
3511,Universidade Federal do Rio Grande - Furg,99.27.00.00.0.0,205,20,2
5794,Cursos de Graduação,31.09.00.00.0.0,4051,20,2
5795,Cursos de Pós-Graduação,31.10.00.00.0.0,4051,20,2
1783,Cefet de São Vicente,99.15.00.00.0.0,205,20,2
5798,Cursos de Graduação,33.09.00.00.0.0,4634,20,2
5799,Cursos de Pós-Graduação,33.10.00.00.0.0,4634,20,2
4932,Colegiado Executivo EBSERH,93.00.00.00.0.0,163,20,2
187,Núcleo de Treinamento Agrícola de Jaguari,01.69.00.00.0.0,205,17,99
163,Hospital Universitário de Santa Maria - HUSM,10.00.00.00.0.0,163,17,1
7177,Diretoria de Gestão Ambiental,01.29.00.00.0.0,205,17,1
6993,Diretoria de Relações Internacionais,01.04.00.00.0.0,205,17,1
653,Biblioteca Setorial - CAL,08.44.00.00.0.0,78,11,99
511,Serviço Atendimento Fonoaudiológico,04.27.00.00.0.0,88,11,99
5377,Serviço de Atendimento Odontológico - CCS,04.22.00.00.0.0,88,11,99
5685,Arquivo Setorial,26.17.00.00.0.0,2712,11,99
5287,Biblioteca Setorial,26.16.00.00.0.0,2712,11,99
3857,Gabinete de Projetos - Politécnico,26.15.00.00.0.0,2712,11,99
5796,Cursos de Graduação,32.09.00.00.0.0,4564,20,2
5797,Cursos de Pós-Graduação,32.10.00.00.0.0,4564,20,2
4601,Restaurante Universitário - PM,32.04.00.00.0.0,4564,11,99
5879,Setor de Restaurante Universitário - PM,32.27.00.00.0.0,4564,11,99
2393,Núcleo Atividades Especiais de Extensão e Serviços - Naees,05.36.00.06.0.0,94,11,2
2391,Núcleo de Desenvolvimento Infantil - Ndi,05.36.00.05.0.0,94,11,2
5881,Setor de Arquivo e Protocolo - PM,32.29.00.00.0.0,4564,10,99
5880,Setor de Divulgação Institucional - PM,32.28.00.00.0.0,4564,10,99
2392,Núcleo Ens. Pesq. Ext. Educ. Especial - Nepes,05.36.00.04.0.0,94,11,2
509,Núcleo Ensino Pesquisa Informática Saúde,04.26.00.00.0.0,88,10,99
4560,Unidade de Tecnologia de Informação - CCS,04.28.00.00.0.0,88,10,99
4903,Espaço Multidisciplinar de Pesquisa e Extensão - Silveira Martins,01.79.00.00.0.0,205,10,99
3206,Gabinete de Projetos do HUSM,10.04.00.02.0.0,163,10,1
5793,Comissão Permanente de Pessoal Docente,01.34.00.00.0.0,205,10,1
553,Laboratório Metodologia Ensino,05.29.00.00.0.0,94,10,2
559,Núcleo de Desenvolvimento Infantil,05.34.00.00.0.0,94,10,2
555,Núcleo Ens. Pesq. Ext. Educ. Especial,05.31.00.00.0.0,94,10,2
4947,Comissões,93.01.08.02.0.0,163,10,2
4940,Comunicacao,93.01.04.00.0.0,163,10,2
4941,Ouvidoria,93.01.05.00.0.0,163,10,2
4946,Secretaria,93.01.08.01.0.0,163,10,2
4936,Setor de Gestão de Processos e Tecnologia da Informação,93.01.02.00.0.0,163,10,2
5000,Setor de Urgência e Emergência,93.01.07.02.1.0,163,10,2
4935,Setor Jurídico,93.01.03.00.0.0,163,10,2
4944,Unidade de Almoxarifado e Produtos de Saúde,93.01.09.02.1.0,163,10,2
4974,Unidade de Apoio Assistêncial,93.01.07.01.0.0,163,10,2
4939,Unidade de Apoio Corporativo,93.01.08.00.0.0,163,10,2
4948,Unidade de E-Saúde,93.01.01.01.0.0,163,10,2
4942,Unidade de Planejamento,93.01.06.00.0.0,163,10,2
1319,Secretaria Depto Cirurgia,04.31.00.01.0.0,88,13,99
1317,Secretaria Depto Farmácia Industrial,04.35.00.01.0.0,88,13,99
2001,Secretaria Depto Fisiologia e Farmacologia,04.60.00.01.0.0,88,13,99
1313,Secretaria Depto Microbiologia Parasitologia,04.39.00.01.0.0,88,13,99
1314,Secretaria Depto Morfologia,04.40.00.01.0.0,88,13,99
1310,Secretaria Depto Neuropsiquiatria,04.41.00.01.0.0,88,13,99
1307,Secretaria Depto Patologia,04.44.00.01.0.0,88,13,99
1306,Secretaria Depto Pediatria e Puericultura,04.45.00.01.0.0,88,13,99
5383,Secretaria do Curso de Enfermagem,04.09.07.00.1.0,88,13,99
503,Secretaria do Curso de Odontologia,04.09.06.00.1.0,88,13,99
5468,Secretaria do Programa Pg de Residência Multiprofissional,04.10.28.00.1.0,88,13,99
3619,Secretaria Pg-E Residência Multiprofissional Saúde - Coremu,04.10.21.00.1.0,88,13,99
1251,Secretaria Depto Administração Escolar,05.21.00.01.0.0,94,13,99
1257,Secretaria Pg-E Gestão Educacional,05.10.01.00.1.0,94,13,99
1255,Secretaria do Curso de Educação Especial,05.09.01.00.1.0,94,13,99
1256,Secretaria do Curso de Pedagogia,05.09.02.00.1.0,94,13,99
6180,Secretaria Esp. Grad.Formação Profes. Educ. Profissional,05.09.13.00.1.0,94,13,99
2165,Curso de Agronomia-Unipampa/Itaqui,21.03.00.00.0.0,205,13,99
2126,Curso de Ciência da Computação-Unipampa/Alegrete,18.03.00.00.0.0,205,13,99
2142,Curso de Ciências Biológicas-Unipampa/São Gabriel,19.03.00.00.0.0,205,13,99
2155,Curso de Comunicação Social-Unipampa/São Borja,20.03.00.00.0.0,205,13,99
2132,Curso de Engenharia Civil-Unipampa/Alegrete,18.04.00.00.0.0,205,13,99
2133,Curso de Engenharia Elétrica-Unipampa/Alegrete,18.05.00.00.0.0,205,13,99
